Date,Scheduled Match,Game,home team,away team,h,a,y1,y2,set1,set2,settot,set4/5,diffy,diffset,align,ds,dg,won1,won2,bp1,bp2,atttot1,atttot2,atterr1,atterr2,attper1,attper2,atteff1,atteff2,sertot1,sertot2,serace1,serace2,sererr1,sererr2,sereff1,sereff2,deftot1,deftot2,deferr1,deferr2,defneg1,defneg2,defper1,defper2,defeff1,defeff2,blo1,blo2,bloinv1,bloinv2,bloper1,bloper2
22/11/2017,7,38,Bergamo,San Casciano,1,11,111,113,3,2,5,1,-2,1,0,1,1,53,66,18,26,168,186,7,18,60,78,0.31547619,0.322580645,109,112,3,3,6,12,-0.027522936,-0.080357143,100,103,4,9,12,0,53,61,0.49,0.504854369,15,11,0,0,11,15
22/11/2017,7,39,Piacenza,Legnano,10,6,110,101,3,2,5,1,9,1,1,1,1,50,45,28,25,174,179,13,8,62,54,0.281609195,0.25698324,110,101,3,3,13,11,-0.090909091,-0.079207921,90,97,8,14,17,22,26,18,0.2,0.041237113,13,13,25,26,13,13
22/11/2017,7,40,Scandicci,Novara,12,8,64,77,0,3,3,0,-13,-3,1,0,0,30,35,14,19,126,122,14,7,39,51,0.198412698,0.360655738,66,75,5,3,4,5,0.015151515,-0.026666667,70,62,8,8,19,10,21,20,0.185714286,0.193548387,4,6,0,0,6,4
22/11/2017,7,41,Busto Arsizio,Conegliano,2,4,103,113,2,3,5,1,-10,-1,1,1,0,53,68,20,27,179,175,17,12,60,72,0.240223464,0.342857143,104,112,1,3,7,14,-0.057692308,-0.098214286,98,97,5,3,20,15,34,50,0.295918367,0.484536082,13,16,0,0,16,13
22/11/2017,7,42,Monza,Pesaro,7,9,104,109,2,3,5,1,-5,-1,1,1,0,54,41,28,24,197,183,15,8,74,62,0.299492386,0.295081967,103,108,3,1,11,11,-0.077669903,-0.092592593,97,92,8,6,18,20,38,34,0.309278351,0.304347826,12,4,0,0,4,12
26/11/2017,8,43,Conegliano,Piacenza,4,10,104,89,2,3,5,1,15,-1,0,1,0,36,31,48,34,138,140,6,8,67,53,0.442028986,0.321428571,104,89,3,4,14,9,-0.105769231,-0.056179775,80,90,8,9,14,12,23,27,0.1875,0.2,8,14,3,1,14,8
25/11/2017,8,44,Novara,Casalmaggiore,8,3,110,108,3,2,5,1,2,1,1,1,1,62,64,40,32,148,154,11,6,74,73,0.425675676,0.435064935,110,108,5,5,8,16,-0.027272727,-0.101851852,92,102,10,9,12,36,43,21,0.358695652,0.117647059,10,6,0,0,6,10
27/11/2017,8,45,San Casciano,Busto Arsizio,11,2,99,102,2,3,5,1,-3,-1,1,1,0,40,37,24,23,189,187,19,10,56,54,0.195767196,0.235294118,98,102,6,3,9,6,-0.030612245,-0.029411765,96,89,5,8,16,13,65,59,0.625,0.573033708,8,14,1,0,14,8
26/11/2017,8,46,Filottrano,Monza,5,7,82,90,1,3,4,1,-8,-2,1,0,0,30,39,21,27,120,144,10,13,40,55,0.25,0.291666667,82,89,3,8,5,14,-0.024390244,-0.06741573,75,77,10,3,17,17,23,29,0.173333333,0.337662338,10,10,2,1,10,10
26/11/2017,8,47,Pesaro,Bergamo,9,1,75,55,3,0,3,0,20,3,1,0,1,30,31,18,13,96,120,4,8,37,33,0.34375,0.208333333,74,56,1,2,10,9,-0.121621622,-0.125,47,64,2,1,4,9,29,42,0.574468085,0.640625,5,14,0,0,15,5
26/11/2017,8,48,Legnano,Scandicci,6,12,51,75,0,3,3,0,-24,-3,1,0,0,28,25,33,11,97,122,5,6,43,30,0.391752577,0.196721311,74,52,3,2,5,6,-0.027027027,-0.027027027,46,69,5,5,7,16,12,12,0.152173913,0.101449275,4,15,0,0,15,4
02/12/2017,9,49,Bergamo,Filottrano,1,5,99,87,3,1,4,1,12,2,1,0,1,32,20,44,37,155,154,10,11,56,42,0.296774194,0.201298701,98,88,3,0,13,9,-0.102040816,-0.102272727,79,85,2,6,9,11,24,23,0.278481013,0.2,15,17,2,4,17,15
03/12/2017,9,50,Piacenza,San Casciano,10,11,75,94,1,3,4,1,-19,-2,1,0,0,33,37,14,25,116,116,8,9,44,50,0.310344828,0.353448276,76,94,4,11,8,7,-0.052631579,0.042553191,87,68,15,6,24,12,12,16,-0.034482759,0.147058824,15,10,0,0,10,15
03/12/2017,9,51,Scandicci,Conegliano,12,4,93,99,1,3,4,1,-6,-2,1,0,0,42,53,17,24,133,158,10,13,53,72,0.323308271,0.373417722,92,99,4,4,4,12,0,-0.080808081,87,88,9,6,24,16,21,33,0.137931034,0.306818182,6,9,0,0,9,6
03/12/2017,9,52,Busto Arsizio,Pesaro,2,9,76,62,3,0,3,0,14,3,1,0,1,32,32,25,10,88,94,11,10,39,34,0.318181818,0.255319149,69,62,6,2,10,11,-0.057971014,-0.14516129,51,59,2,7,8,11,24,25,0.431372549,0.305084746,2,6,0,0,6,2
03/12/2017,9,53,Monza,Novara,7,8,114,114,3,2,5,1,0,1,0,1,1,43,38,44,50,167,159,13,11,70,67,0.341317365,0.352201258,114,114,6,4,11,15,-0.043859649,-0.096491228,99,103,9,14,16,17,32,35,0.232323232,0.203883495,17,11,0,0,11,17
03/12/2017,9,54,Legnano,Casalmaggiore,6,3,106,112,3,2,5,1,-6,1,0,1,1,50,42,23,26,146,135,10,6,62,59,0.356164384,0.392592593,101,107,9,8,12,9,-0.02970297,-0.009345794,98,89,11,14,26,22,39,37,0.285714286,0.258426966,11,10,0,0,10,11
08/12/2017,10,55,Casalmaggiore,Busto Arsizio,3,2,98,99,2,3,5,1,-1,-1,1,1,0,41,48,17,20,173,179,8,21,54,60,0.265895954,0.217877095,98,98,2,5,9,7,-0.071428571,-0.020408163,91,89,11,3,27,24,30,42,0.208791209,0.438202247,15,10,0,0,10,15
09/12/2017,10,56,Novara,Conegliano,8,4,98,99,2,3,5,1,-1,-1,1,1,0,51,46,21,28,146,152,12,5,65,57,0.363013699,0.342105263,104,100,3,14,9,17,-0.057692308,-0.03,83,95,17,8,10,11,26,29,0.108433735,0.221052632,9,12,0,0,12,9
10/12/2017,10,57,Scandicci,Bergamo,12,1,114,97,3,2,5,1,17,1,1,1,1,51,51,29,16,172,184,9,12,67,60,0.337209302,0.260869565,113,98,7,3,8,9,-0.008849558,-0.06122449,89,105,8,8,11,21,28,27,0.224719101,0.180952381,13,15,0,0,15,13
10/12/2017,10,58,Monza,Piacenza,7,10,111,111,2,3,5,1,0,-1,0,1,0,53,52,24,19,161,161,10,10,62,62,0.322981366,0.322981366,112,110,12,5,19,15,-0.0625,-0.090909091,95,93,8,15,13,18,37,27,0.305263158,0.129032258,14,9,0,0,9,14
10/12/2017,10,59,Filottrano,Legnano,5,6,108,103,2,3,5,1,5,-1,0,1,0,43,44,19,23,193,194,16,14,57,66,0.212435233,0.268041237,108,102,3,0,9,9,-0.055555556,-0.088235294,93,99,3,5,19,34,44,20,0.440860215,0.151515152,11,22,0,1,22,11
10/12/2017,10,60,Pesaro,San Casciano,9,11,104,96,3,2,5,1,8,1,1,1,1,51,47,26,29,174,163,6,7,67,59,0.350574713,0.319018405,102,96,3,7,10,8,-0.068627451,-0.010416667,88,92,10,7,21,6,40,54,0.340909091,0.510869565,10,7,0,0,7,10
16/12/2017,11,61,Conegliano,Pesaro,4,9,75,61,3,0,3,0,14,3,1,0,1,31,31,21,8,97,104,9,8,39,34,0.309278351,0.25,72,60,10,3,7,5,0.041666667,-0.033333333,55,65,4,10,1,1,28,27,0.436363636,0.261538462,4,8,0,0,8,4
17/12/2017,11,62,Bergamo,Monza,1,7,91,94,1,3,4,1,-3,-2,1,0,0,39,40,17,22,135,158,5,13,50,56,0.333333333,0.272151899,89,91,2,2,8,11,-0.06741573,-0.098901099,80,81,6,4,8,9,37,42,0.3875,0.469135802,12,10,0,0,10,12
17/12/2017,11,63,Piacenza,Casalmaggiore,10,3,98,82,3,1,4,1,16,2,1,0,1,45,39,33,14,141,134,10,11,61,45,0.361702128,0.253731343,97,82,9,6,10,10,-0.010309278,-0.048780488,72,87,8,13,11,24,20,7,0.166666667,-0.068965517,10,5,0,1,5,10
16/12/2017,11,64,Busto Arsizio,Scandicci,2,12,96,106,2,3,5,1,-10,-1,1,1,0,54,42,27,18,203,161,15,11,75,58,0.295566502,0.291925466,98,106,2,2,9,5,-0.071428571,-0.028301887,101,89,3,7,18,18,48,36,0.445544554,0.325842697,21,4,0,0,4,21
17/12/2017,11,65,San Casciano,Filottrano,11,5,75,62,3,0,3,0,13,3,1,0,1,33,26,19,10,101,96,5,7,45,35,0.396039604,0.291666667,72,64,5,1,12,6,-0.097222222,-0.078125,58,60,4,6,9,14,34,27,0.517241379,0.35,5,6,0,0,6,5
17/12/2017,11,66,Legnano,Novara,6,8,62,77,0,3,3,0,-15,-3,1,0,0,31,37,10,17,101,97,9,6,39,50,0.297029703,0.453608247,60,74,0,1,7,10,-0.116666667,-0.121621622,64,53,7,2,16,18,29,23,0.34375,0.396226415,7,3,0,0,3,7
26/12/2017,12,67,Conegliano,Casalmaggiore,4,3,99,77,3,1,4,1,22,2,1,0,1,48,43,29,15,114,136,6,8,55,50,0.429824561,0.308823529,98,78,9,4,10,8,-0.010204082,-0.051282051,70,88,9,10,16,32,14,18,0.071428571,0.090909091,4,13,2,1,13,4
26/12/2017,12,68,Busto Arsizio,Novara,2,8,66,76,0,3,3,0,-10,-3,1,0,0,42,48,6,13,112,111,8,8,46,54,0.339285714,0.414414414,67,75,1,3,4,5,-0.044776119,-0.026666667,70,63,3,1,15,12,42,27,0.557142857,0.412698413,5,4,0,0,4,5
26/12/2017,12,69,Scandicci,Piacenza,12,10,75,56,3,0,3,0,19,3,1,0,1,23,28,28,12,91,102,4,11,38,32,0.373626374,0.205882353,74,57,6,4,6,10,0,-0.105263158,47,68,7,10,11,19,10,19,0.063829787,0.132352941,8,9,0,0,9,8
26/12/2017,12,70,Monza,San Casciano,7,11,75,55,3,0,3,0,20,3,1,0,1,27,25,17,6,96,96,8,10,39,27,0.322916667,0.177083333,73,57,4,3,7,7,-0.04109589,-0.070175439,50,66,4,8,5,9,22,22,0.36,0.212121212,7,12,0,0,12,7
26/12/2017,12,71,Pesaro,Filottrano,9,5,98,80,3,1,4,1,18,2,1,0,1,41,32,26,15,121,108,9,5,60,39,0.421487603,0.314814815,91,74,3,5,17,5,-0.153846154,0,69,74,7,5,6,13,39,41,0.463768116,0.486486486,3,12,0,0,12,3
26/12/2017,12,72,Bergamo,Legnano,1,6,75,62,3,0,3,0,13,3,1,0,1,37,37,16,8,98,101,6,7,50,39,0.448979592,0.316831683,73,64,0,3,6,8,-0.082191781,-0.078125,56,67,5,3,5,3,23,34,0.321428571,0.462686567,6,9,0,0,9,6
07/01/2018,13,73,San Casciano,Conegliano,11,4,71,97,1,3,4,1,-26,-2,1,0,0,35,38,15,27,143,127,14,1,44,59,0.20979021,0.456692913,68,96,5,3,5,10,0,-0.072916667,86,63,11,6,16,6,31,21,0.23255814,0.238095238,13,6,0,0,6,13
07/01/2018,13,74,Piacenza,Bergamo,10,1,81,69,3,0,3,0,12,3,1,0,1,33,34,20,11,106,97,5,6,45,42,0.377358491,0.371134021,78,69,7,1,9,11,-0.025641026,-0.144927536,58,69,2,8,6,9,30,31,0.482758621,0.333333333,10,7,0,0,7,10
06/01/2018,13,75,Casalmaggiore,Scandicci,3,12,90,83,3,1,4,1,7,2,1,0,1,32,32,24,21,148,153,10,14,53,44,0.290540541,0.196078431,90,84,3,7,11,10,-0.088888889,-0.035714286,74,79,9,5,19,18,23,28,0.189189189,0.291139241,9,6,0,0,6,9
07/01/2018,13,76,Filottrano,Busto Arsizio,5,2,102,103,3,2,5,1,-1,1,0,1,1,55,58,21,16,194,186,11,10,66,71,0.283505155,0.327956989,102,104,7,3,4,7,0.029411765,-0.038461538,97,98,8,15,24,38,29,11,0.216494845,-0.040816327,13,12,0,0,12,13
07/01/2018,13,77,Legnano,Monza,6,7,51,75,0,3,3,0,-24,-3,1,0,0,24,33,9,30,80,96,4,6,27,47,0.2875,0.427083333,53,73,2,6,4,11,-0.037735849,-0.068493151,62,49,16,5,13,5,16,25,0,0.408163265,10,4,16,12,4,10
07/01/2018,13,78,Novara,Pesaro,8,9,108,111,3,2,5,1,-3,1,0,1,1,46,48,25,24,174,167,12,10,62,62,0.287356322,0.311377246,108,111,6,5,7,11,-0.009259259,-0.054054054,100,101,15,15,20,15,30,44,0.15,0.287128713,19,11,0,0,11,19
14/01/2018,14,79,Casalmaggiore,Bergamo,3,1,98,106,2,3,5,1,-8,-1,1,1,0,53,49,16,23,157,160,14,11,59,66,0.286624204,0.34375,99,104,4,2,7,13,-0.03030303,-0.105769231,91,92,5,8,15,14,51,40,0.505494505,0.347826087,11,11,0,0,11,11
13/01/2018,14,80,Busto Arsizio,Piacenza,2,10,98,81,3,1,4,1,17,2,1,0,1,38,36,25,13,152,154,19,12,55,48,0.236842105,0.233766234,97,82,7,1,7,11,0,-0.12195122,71,90,2,12,19,19,31,36,0.408450704,0.266666667,4,12,0,0,12,4
14/01/2018,14,81,Novara,San Casciano,8,11,75,57,3,0,3,0,18,3,1,0,1,36,27,21,11,97,93,7,9,49,33,0.432989691,0.258064516,73,60,1,0,11,5,-0.136986301,-0.083333333,55,62,6,7,5,15,27,19,0.381818182,0.193548387,3,8,0,0,8,3
14/01/2018,14,82,Scandicci,Monza,12,7,91,89,3,1,4,1,2,2,1,0,1,40,45,14,26,124,146,8,11,50,59,0.338709677,0.328767123,90,90,1,4,11,15,-0.111111111,-0.122222222,75,79,9,6,14,11,26,33,0.226666667,0.341772152,4,13,0,0,13,4
14/01/2018,14,83,Conegliano,Filottrano,4,5,78,64,3,0,3,0,14,3,1,0,1,34,31,26,14,103,97,5,6,50,42,0.436893204,0.371134021,76,66,5,2,6,9,-0.013157895,-0.106060606,57,70,6,11,2,0,21,27,0.263157895,0.228571429,7,6,0,0,6,7
